,id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,alternance,nombrePostes,accessibleTH,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.commune,entreprise.nom,entreprise.description,entreprise.entrepriseAdaptee,origineOffre.origine,origineOffre.urlOrigine,origineOffre.partenaires,qualificationCode,qualificationLibelle,secteurActivite,secteurActiviteLibelle,salaire.commentaire,competences,dureeTravailLibelle,dureeTravailLibelleConverti,offresManqueCandidats,lieuTravail.codePostal,entreprise.url,salaire.libelle,contact.nom,contact.coordonnees1,contact.courriel,permis,salaire.complement1,contact.urlPostulation,entreprise.logo,complementExercice,deplacementCode,deplacementLibelle,qualitesProfessionnelles,salaire.complement2,formations,langues,experienceCommentaire,contact.coordonnees2,contact.coordonnees3,agence.courriel,contact.commentaire
85,8227087,Data architect Cloud (H/F),"Description du poste

Data architect Cloud (H/F)

 

Adsearch recrute pour son client, acteur majeur de l'industrie basé à Lyon, un Data architecte en CDI.

Rejoignez une structure innovante en terme de management, de procédures et de produits, qui vous proposera de beaux projets avec le budget nécessaire et une montée en compétences constante.

 

Vos missions :

Traduire les besoins métier en architecture data

Définir des solutions techniques avec les équipes BI et apporter son support dans la réalisation des projets

Participer à l'évolution de la plateforme Cloud (Azure)

 

Votre profil

Bac+5 ingénieur/informatique

Expérience en tant qu'architecte data (idéalement en Cloud Azure)

Connaissance du fonctionnement d'une équipe DevSecOps

Anglais courant (langue de travail)

 

Le poste

CDI

Rémunération attractive selon profil et expérience + avantages d'un grand groupe

Télétravail partiel

Environnement agréable, prônant la bonne ambiance, la montée en compétence et le bien être ",2022-01-23T09:09:57.000Z,2022-02-11T20:35:30.000Z,M1802,Expertise et support en systèmes d'information,Architecte cloud,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,69 - ST PRIEST,45.701622,4.943428,69290,,,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8227087,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/93ef7657a2768dfeefa530fbf4ae8a7d', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",5,Employé non qualifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8226694,Data analyst - parc photovoltaïque (H/F),"Description du poste 
Type de contrat :CDI
Filiale du groupe EDF, EDF ENR est leader en France dans le domaine du photovoltaïque sur toitures (près de 40000 générateurs installés chez une clientèle de particuliers, d'industriels, d'agriculteurs et de collectivités; 2000 centrales photovoltaïques monitorées en France et à l'étranger, de 36 kW à 6 MW)
Acteur majeur du développement de la transition énergétique, EDF ENR contribue au projet stratégique CAP 2030.
Pour plus d'informations, n'hésitez pas à visiter notre site https://www.edfenr.com
Actuellement, nous recherchons pour notre Service Exploitation un(e) DATA ANALYST : au sein du Centre de contrôle, vous êtes en charge de surveiller, d'améliorer la performance des actifs, d'apporter un support technique à nos clients et à nos Gestionnaires d'Actifs, et de participer à la mise en place des nouveaux outils et processus.
Rattaché(e) au Responsable Exploitation, vos missions consistent à :
- Extraction et traitement des données :
- Recueillir, traiter et analyser les données relatives à l'activité de production d'énergie photovoltaïque,
- Déterminer les outils et méthodes d'acquisition de données,
- Maîtriser la qualité des données tout au long de leur traitement.
- Optimisation de la stratégie de l'entreprise :
- Contrôler la qualité et la cohérence des bases de données,
- Faciliter l'optimisation de la stratégie de l'entreprise,
- S'assurer de l'utilisabilité des données par les utilisateurs finaux.
- Développement d'outils :
- Recueillir les besoins internes,
- Définir des KPIs de performance et mettre en place des dashboards (une connaissance de l'outil tableau serait un plus),
- Concevoir, réaliser et produire des outils de pilotage,
- Mettre en place et présenter les reportings quotidiens, mensuels sur la performance des centrales,
- Accompagner les équipes dans l'utilisation des données et des outils associés.
Critères du poste 
De formation supérieure en Data, vous êtes passionné(e) par la Data.
Vous disposez d'une bonne maitrise des langages d'exploration et de manipulation de données (SQL, PYTHON, DAX, VBA), des outils (AWS, TABLEAU) et moyens de restitution (PBY,PQY), et des outils bureautiques.Vous vous intéressez aux nouvelles tendances et aux nouveaux outils.
Vous savez travailler en équipe, avec rigueur, minutie et organisation.
Vous êtes reconnu pour votre aisance relationnelle, votre qualité d'écoute, votre capacité à mener des projets et votre sens du service. 
Poste en CDI
Disponibilité: immédiate
Localisation du poste : Limonest (69)
Conformément aux engagements pris par EDF ENR en faveur de l'insertion de personnes en situation de handicap, cette offre est ouverte à toutes et à tous.
Rejoindre EDF ENR, c'est :
- contribuer à un avenir énergétique responsable tout en relevant des défis passionnants,
- une opportunité de travailler dans un cadre dynamique et international, entouré d'experts,
- bénéficier d'une politique de rémunération attractive qui associe des dispositifs salariaux fixes et variables.
Vous êtes intéressé(e) ? transmettez-nous votre candidature (CV et lettre de motivation). ",2022-01-23T09:07:12.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Data scientist,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,69,45.758,4.835,69123,,,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8226694,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/d3e5704c4224bf0df1e4ac20b2634a24', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",9,Cadre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,7833809,Ingénieur Big Data (H/F),"Description du poste

Ingénieur Big Data (H/F)

 

Adsearch, cabinet de conseil en recrutement, vous propose un poste d'ingénieur data, pour rejoindre son client spécialisé dans l'informatique.

Missions

Formalisation des besoins métiers

Conception technique des modèles de données et chiffrage

Mise en place de l'architecture Big Data et déploiement de solutions

Amélioration du processus, accompagnement des équipes

 

Profil

Bac +5 Ingénieur Data

2 ans d'expérience sur les technologies Big Data Spark, Hadoop, Scala ou Mongo DB

Mobilité régionale

 

Le poste

CDI à pourvoir rapidement en région lyonnaise

Rémunération selon profil 40k€ - 50k€ ",2022-01-16T12:46:36.000Z,2022-02-11T20:35:30.000Z,M1805,Études et développement informatique,Développeur / Développeuse Big Data,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),False,1,False,69,45.758,4.835,69123,,,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/7833809,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/819c59bd7fced025f9cd8a83f71a9955', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",5,Employé non qualifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,7797889,Data analyst (H/F),"Description du poste :
Le Groupe Casino occupe en France une position de leader dans le secteur de la grande distribution grâce à la diversité de ses enseignes : Géant, Monoprix, Supermarchés Casino, Franprix, Petit Casino, CDiscount, GreenYellow, Naturalia. et à une présence affirmée à l'international : Argentine, Brésil, Colombie, Uruguay...
La Diversité du Groupe trouve aussi son expression dans notre politique de recrutement qui privilégie l'égalité des chances et la diversité des individus au sein de nos équipes.
Casino, c'est aussi une stratégie d'innovation et de développement avec de nombreuses réalisations : la Marque Casino forte de plus de 4000 références, l'excellence de la Supply Chain, les outils d'analyse des comportements clients et les programmes de fidélisation, le développement de stratégies immobilières performantes.
En 2020, son chiffre d'affaires s'est élevé à plus de 31,9 milliards d'euros et son effectif à plus de 205 000 collaborateurs dans le monde dont 56 000 en France.
Au sein de la Direction Prix et, rattaché(e) au Responsable du pôle, vous aurez pour principales responsabilités de :
- Contribuer à la mise en œuvre d'outils innovants et stratégiques, pour répondre rapidement aux besoins des équipes Pricing et de la direction :
- Identifier et analyser les besoins et problématiques (analyses de marchés, contrôles d'anomalies...) ,
- Définir les solutions techniques les plus adaptées,
- Réaliser les développements, la maintenance des outils et leurs synergies,
- Former et accompagner les équipes pricing aux outils et à la solution dans l'objectif de développer l'autonomie du service
- Gérer les environnements techniques,
- Bases de données (MariaDB),
- Intranet interne du service pour synthétiser les données (HTML, PHP, JavaScript),
- Suivi des tâches quotidiennes.
- Etre en capacité d'extraire des données provenant des différents systèmes d'information.
- Participer au chiffrage et à l'analyse des différentes actions Prix
- Contribuer à la construction et à la mise en place des actions,
- Mise en œuvre des fichiers de travail et des synthèses.
Poste proposé en statut Cadre
Description du profil :
Formation attendue Niveau BAC+3 à BAC+5 Ingénieur/ informaticien
- Première expérience un poste similaire, y compris alternance ou stage longue durée.
- Maitrise indispensable de SQL et solides connaissances sur les langages de programmation (VBA, C) ainsi que sur html.
- Expertise sur les outils Excel / Access
- Sens du contact et du travail en équipe.
- Etre force de proposition
- Une connaissance des environnements Teradata / Oracle est un plus.- Sens de l'adaptation et polyvalence.
- Ce poste nécessite d'avoir une appétence certaine pour le secteur d'activité ""Commerce"" et même temps de très bonnes compétences informatiques sur les outils cités précédemment.
La Diversité trouve toute son expression dans la politique de recrutement du Groupe Casino qui privilégie l'égalité des chances et la diversité des individus au sein de ses équipes. ",2022-01-16T03:18:32.000Z,2022-02-22T14:59:37.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),False,1,False,42 - ST ETIENNE,45.44131,4.363195,42218,,"Acteur historique de la distribution en France depuis 1898, le groupe Casino est aussi l'un des leaders mondiaux du commerce alimentaire avec plus de 10 800 magasins dans le monde implantés en France et en Amérique latine : Argentine, Brésil, Colombie, Uruguay.
Il a construit un portefeuille d'enseignes à forte personnalité (Géant Casino, Monoprix, Supermarchés Casino, Franprix, Casino Proximités, Cdiscount, GreenYellow..) qui évoluent au plus près de leurs clients et réponde... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/7797889,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/candidat/offres/offre-d-emploi-technicien-informatique-h-f-saint-etienne-rhone-alpes-cdi-20576162', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,7725843,DATA ANALYST - (H/F),"Rejoindre un groupe de passionnés à la pointe des dernières technologies, un état d'esprit de start up.
Base de données, statistiques, big data, c'est votre kiff ?
Ce poste est pour vous !
DATA ANALYST F/H- contrat - Haute-Savoie (74)
pour notre client entreprise spécialisée dans l'édition de logiciels applicatifsVos tâches .
- S'approprier les business model & data model pour extraire les données via les outils, faire l'analyse
- Contrôler la qualité et la cohérence des données au sein du data model
- Etre l'interlocuteur des opérationnels et de la Direction sur le data model, sur les dashboards et leur analyse
- Etre force de proposition dans la création de dashboards de suivi à destination des différents services 
- Apporter des recommandations sur les bases de données et le data model à modifier
- Assurer le suivi quotidien des KPI Groupe via les dashboards existants et à venir
- Analyser en profondeur les KPI Groupe
- Synthétiser et rendre accessible les informations pour les différents services 
Vos avantages.
contrat temps plein 38H - Team building trimestriel pour se retrouver.
Rémunération attractive selon profil et expérience
Tickets restaurant- Mutuelle Prévoyance =>prise en charge totale 
Localisation : En périphérie d'Annecy - 74 (Auvergne-Rhône-Alpes)
Contactez-nous en direct : chavanod.001say(arobase)randstadsearch.fr ",2022-01-14T14:11:09.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),False,1,False,74 - EPAGNY METZ TESSY,45.943005,6.094594,74112,Randstad,"Randstad Search, Cabinet Conseil en Recrutement et Approche directe, intervient dans la recherche et l'évaluation des profils Middle et Top Management. Le cabinet est présent dans les principales métropoles françaises.",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/7725843,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/4668062/data-analyst-fh.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,7725024,DATA MANAGER (H/F),"Nous recherchons pour le compte de notre client un(e) Data Manager (f/h)Rattaché(e) au Responsable Supply Chain,vous serez en charge de créer et gérer les données de base à partir des informations recueillies, vérifier leur fiabilité et leur transmissibilité., participer à des projets divers liés à la Supply Chain.
-Créer les données de base (articles, nomenclatures, recettes, versions de fabrication, magasins, emplacements.) dans les systèmes informatiques.
-Analyser les données en fonction des besoins et faire les extractions nécessaires
-Créer, mettre à jour et alimenter les données issues de chaque service tout au long du cycle de vie des produits dans les différents systèmes.
-Anticiper les changements de process ayant un impact sur les flux informatiques de données et les mettre à jour en conséquence
-Maîtriser les interactions entre les différents modules de l'ERP (production, ventes, contrôles de gestion, qualité.)
-Proposer et mettre en place des améliorations des process utilisés dans les différents systèmes d'informations
Le poste comprends certaines tâches assez chronophages suite au déploiement du nouvel ERP (SAP), cela demande un certain nombre de saisie. ",2022-01-14T14:08:44.000Z,2022-02-11T20:35:30.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDD,Contrat à durée déterminée - 12 Mois,Contrat travail,E,Expérience exigée de 3 An(s),False,1,False,42 - ST ETIENNE,45.442925,4.361149,42218,Randstad,"Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous !",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/7725024,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/4666334/data-manager-fh.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,126JMKN,Data analyst (F/H),"<b>Vos missions  </b>
- S'approprier les business model & data model pour extraire les données via les outils, faire l'analyse
- Contrôler la qualité et la cohérence des données au sein du data model
- Etre l'interlocuteur des opérationnels et de la Direction sur le data model, sur les dashboards et leur analyse
- Etre force de proposition dans la création de dashboards de suivi à destination des différents services 
- Apporter des recommandations sur les bases de données et le data model à modifier
- Assurer le suivi quotidien des KPI Groupe via les dashboards existants et à venir
- Analyser en profondeur les KPI Groupe
- Synthétiser et rendre accessible les informations pour les différents services 

<b>Vos avantages </b>
CDI temps plein 38H - Team building trimestriel pour se retrouver 
Rémunération attractive selon profil et expérience
Tickets restaurant- Mutuelle Prévoyance =>prise en charge totale 
Localisation : En périphérie d'Annecy - 74 (Auvergne-Rhône-Alpes)

Contactez-nous en direct : chavanod.001say(arobase)randstadsearch.fr",2022-01-13T16:12:58.000Z,2022-02-17T14:43:14.000Z,M1403,Études et prospectives socio-économiques,Chargé / Chargée d'études économiques,CDI,Contrat à durée indéterminée,Contrat travail,S,2 ans,False,1,False,74 - EPAGNY METZ TESSY,45.943005,6.094594,74112,RANDSTAD,"Randstad Search, Cabinet Conseil en Recrutement et Approche directe, intervient dans la recherche et l'évaluation des profils Middle et Top Management. Le cabinet est présent dans les principales métropoles françaises.",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/126JMKN,,7,Technicien,78,Activités des agences de travail temporaire,,"[{'code': '109527', 'libelle': 'Adapter les outils de traitement statistique de données', 'exigence': 'S'}, {'code': '109528', 'libelle': ""Rédiger l'information produite (études, synthèses, rapports, bulletins, ...) et établir des prévisions, des évaluations, des recommandations, des perspectives, ..."", 'exigence': 'S'}, {'code': '109529', 'libelle': 'Présenter et diffuser les résultats des études réalisées', 'exigence': 'S'}, {'code': '109542', 'libelle': 'Réaliser une étude', 'exigence': 'S'}, {'code': '118732', 'libelle': 'Réaliser une veille documentaire (collecte, analyse etc.)', 'exigence': 'S'}]",39H Horaires normaux,Temps plein,True,74330,,Annuel de 32000 Euros sur 12 mois,RANDSTAD - Mme Nathalie FOEX,https://www.randstad.fr/offre/001-SAY-R000372_03R/A?utm_source=pole-emploi&utm_medium=jobboard&utm_campaign=offres,,,,https://www.randstad.fr/offre/001-SAY-R000372_03R/A?utm_source=pole-emploi&utm_medium=jobboard&utm_campaign=offres,https://entreprise.pole-emploi.fr/static/img/logos/DdnRJkYxathWnP7X7plkXtxxlZCY05Eo.png,,,,,,"[{'codeFormation': '11016', 'domaineLibelle': 'analyse données', 'niveauLibelle': 'Bac+2 ou équivalents', 'exigence': 'S'}]",,,,,,Candidater sur le site du recruteur
92,125XSXX,DATA ANALYST    (H/F),"Vous êtes une personne créative, passionnée par la technologie et le web, qui sait prendre des initiatives et travailler en équipe.

Vous êtes organisé(e), rigoureux(se) et autonome dans votre travail, vous êtes une personne dotée d'un bon raisonnement et de fortes capacités d'analyses.

Notre cabinet Talentissim recrute pour une société leader dans les sites rencontre, un (e) data analyst H/F.

MISSIONS PRINCIPALES :

Votre mission principale consiste à vous approprier les business model & data model de sorte à pouvoir extraire les données via les outils disponibles et en faire l'analyse.

Contrôler la qualité et la cohérence des données au sein du data model

Assurer le suivi au quotidien des KPI Groupe

Adapter les outils d'analyses ou d'aide au pilotage : indicateurs / tableaux de bord des diffé- rents services du Groupe ou de la Direction

Mise en place de reportings pour proposer de nouveaux leviers business marketing

Partager, synthétiser les résultats avec les différentes équipes et la direction afin de : o Les accompagner dans la compréhension de ces données et
o Les aider dans la prise de décision

Améliorer le connaissance client par l'analyse des comportements

PROFIL :

De formation BAC+4 +5 ou équivalent et orientée culture web

Vous maitrisez Excel, Google Analytics et avez une appétence particulière pour le langage SQL et la manipulation de données.

Autonomie, pro activité

   Votre rigueur, organisation et votre agilité vous permettent d'analyser et de contrôler une multitude de données avec finesse.

   Vous faites preuve de persévérance et de pédagogie pour expliquer les règles et animer des démarches d'améliorations des processus auprès des équipes.

   Vous avez l'univers e-business dans la peau et idéalement une première expérience professionnelle sur ce type d'activité ce serait un vrai plus !

CONDITIONS

Date de prise de poste : dès que possible
Salaire : Selon expérience + avantages de la société Avantages : Mutuelle, Prévoyance, Tickets Restaurants 
Lieu d'exercice : Annecy

Télétravail : non",2022-01-06T14:39:51.000Z,2022-02-28T11:55:18.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,74 - ANNECY,45.901548,6.125316,74010,EASYFLIRT,,False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/125XSXX,,8,Agent de maîtrise,63,"Traitement de données, hébergement et activités connexes",selon profil,"[{'code': '109527', 'libelle': 'Adapter les outils de traitement statistique de données', 'exigence': 'S'}, {'code': '109528', 'libelle': ""Rédiger l'information produite (études, synthèses, rapports, bulletins, ...) et établir des prévisions, des évaluations, des recommandations, des perspectives, ..."", 'exigence': 'S'}, {'code': '109529', 'libelle': 'Présenter et diffuser les résultats des études réalisées', 'exigence': 'S'}, {'code': '109542', 'libelle': 'Réaliser une étude', 'exigence': 'S'}, {'code': '122609', 'libelle': ""Définir les méthodes et les outils de traitement de l'information"", 'exigence': 'S'}]",38H Horaires normaux,Temps plein,False,74000,,,EASYFLIRT - M. Marius Colliot-Thélène,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/125XSXX","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/125XSXX",,Autre,,,,,,,,,,,,,,
93,5364805,Data analyst - MyLight Systems (H/F),"Dans le cadre d'une création de poste, MyLight Systems recherche un(e) Data Analyst Facturation en fourniture d'énergie verte. 
L'objectif de ce poste est de superviser la facturation des sites de notre offre de fourniture d'énergie 100% verte à destination de nos clients auto-consommateurs solaire.

Vos missions :
Intégrer les données dans notre outil de facturation (flux XML)Analyser les erreurs d'intégration pour appliquer les correctifs nécessaires dans les fluxSuperviser le lancement des batchs de facturation et d'échéanciersPiloter le suivi de facturation clients avec la gestion des éventuelles erreursFaire évoluer les process de gestion pour couvrir les nouveaux besoins de l'activitéEchanger avec nos équipes de développement pour faire évoluer les outils.

Le poste est basé à Jonage (69).Issu(e) d'une école de commerce (ou équivalent) ou d'ingénieur, vous avez idéalement une expérience dans un environnement exigeant à votre actif, de préférence avec une forte composante data.
Une parfaite maitrise d'Excel avec VBA est nécessaire. La connaissance d'autres langages de programmation peut être intéressante dans une logique de compréhension de flux informatiques (JSON/XML).
Rejoignez-nous ! ",2021-11-22T06:14:20.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),False,1,False,69 - Rhône,,,,MyLight Systems,"Les bâtiments sont l'une des premières sources de consommation d'énergie, nous voulons en faire l'une des premières sources de production d'énergie verte.
MyLight Systems est un fabricant de solutions intelligentes d'autoconsommation solaire. Créé en 2014, MyLight Systems est né de la volonté de spécialistes en énergies renouvelables de proposer au grand public des solutions permettant à chacun de consommer sa propre énergie solaire.
Notre équipe souhaite rendre acces... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/5364805,"[{'nom': 'WE_RECRUIT', 'url': 'https://recrutement.mylight-systems.com/fr/offres/data-analyst-facturation-7b0b1e/PoleEmploi', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/we_recruit80.png'}]",,,46,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,,,39 H ,Temps plein,,,,,,,,,,,,,,,,,,,,,,,
94,2432634,Chef de projet offre data (H/F),"Description du poste

Chef de projet offre Data H/F

Adsearch, cabinet de conseil en recrutement, vous propose un poste de Responsable offre data, pour rejoindre son client spécialisé dans l'informatique.

 

Vos missions :

Support aux commerciaux lors des différentes étapes du processus de vente

Définition et développement des offres

Veille constante du marché, développement du réseau et détection de partenaires

 

Profil :

De formation Bac+5 dans le domaine de l'informatique

Vous avez 10 ans d'expérience en ESN

Sens commercial et excellent relationnel

Anglais Courant

Mobilité nationale

 

Le poste :

CDI basé à Lyon à pourvoir rapidement,

Rémunération : 50/60k€ + Avantages

Chef de projet offre Data H/F

Adsearch, cabinet de conseil en recrutement, vous propose un poste de Responsable offre data, pour rejoindre son client spécialisé dans l'informatique.

 

Vos missions :

Support aux commerciaux lors des différentes étapes du processus de vente

Définition et développement des offres

Veille constante du marché, développement du réseau et détection de partenaires

 

Profil :

De formation Bac+5 dans le domaine de l'informatique

Vous avez 10 ans d'expérience en ESN

Sens commercial et excellent relationnel

Anglais Courant

Mobilité nationale

 

Le poste :

CDI basé à Lyon à pourvoir rapidement,

Rémunération : 50/60k€ + Avantages ",2021-09-27T20:11:45.000Z,2022-02-11T20:35:30.000Z,F1702,Construction de routes et voies,Agent / Agente d'entretien de la voie ferrée,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 10 An(s),False,1,False,69,45.758,4.835,69123,,,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/2432634,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/493b146983a866b883a0e7c147657f8c', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",9,Cadre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,128MVGM,DATASCIENTIST    (H/F),"MISSIONS: 
Le data scientist (H/F) aura pour mission d'aider au développement informatique d'un outil de mesure et de réduction de l'empreinte carbone dans le domaine du numérique en collaboration avec l'équipe GREEN IT.
Il/elle aura pour missions :
Déterminer et développer l'architecture de l'outil jusqu'à finalisation et mise en place concrète de l'outil de mesure.
Identification et gestion du flux d'info « Empreinte Carbone » de l'entreprise; création de bases de données, connexion des flux dans les outils de pilotage et développement d'outils BI en propre
Travailler à la mise en place d'un algorithme de calcul en « back end »
Construire une relation de proximité avec les différents départements fournisseurs d'info et les clients externes
Contribuer au développement de la Business Unit GreenIT et à la montée en compétence du groupe sur les sujets « carbone » et développement durable en général.

PROFIL:
Vous avez idéalement une formation supérieure d'école d'ingénieur ou une première expérience en data sciences et développement. 
Vous avez également des compétences en management, modélisation et extrapolation de données. Vous maîtrisez la technologie ETL et les systèmes d'information.
Vous avez une connaissance des méthodes agiles/scrum de gestion de projet.
Vous avez une capacité à travailler à un niveau macro et micro, vous possédez une réelle autonomie et capacité à avoir une vision globale des flux d'information et de leur gestion.
Vous êtes positif adoptant une posture en faveur du Business et de la RSE, avec une volonté de s'investir sur des projets porteurs.",2022-02-22T10:41:30.000Z,2022-02-28T10:02:59.000Z,M1403,Études et prospectives socio-économiques,Data scientist,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,69 - RILLIEUX LA PAPE,45.818368,4.892794,69286,XEFI LYON,"Fondé en 1997, le Groupe CFI est devenu en 19 ans leader sur la région Rhône-Alpes en vente de matériel informatique, en intégration d'infrastructures IT et en services de maintenance informatique auprès des Particuliers, TPE, PME, Grands Comptes et Administrations Publiques. Avec plus de 180 collaborateurs axés sur les principes de l'excellence du service client, de l'innovation et de la qualité, le Groupe CFI poursuit son développement.",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/128MVGM,,6,Employé qualifié,47,"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé",,"[{'code': '109527', 'libelle': 'Adapter les outils de traitement statistique de données', 'exigence': 'S'}, {'code': '109528', 'libelle': ""Rédiger l'information produite (études, synthèses, rapports, bulletins, ...) et établir des prévisions, des évaluations, des recommandations, des perspectives, ..."", 'exigence': 'S'}, {'code': '109529', 'libelle': 'Présenter et diffuser les résultats des études réalisées', 'exigence': 'S'}, {'code': '118732', 'libelle': 'Réaliser une veille documentaire (collecte, analyse etc.)', 'exigence': 'S'}, {'code': '122609', 'libelle': ""Définir les méthodes et les outils de traitement de l'information"", 'exigence': 'S'}]",39H Horaires normaux,Temps plein,False,69140,https://www.xefi.fr/,"Mensuel de 2000,00 Euros à 3000,00 Euros sur 12 mois",XEFI LYON - Mme Perrine TESTUD,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/128MVGM","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/128MVGM",,,,,,,,"[{'libelle': 'Autonomie', 'description': 'Capacité à prendre en charge son activité sans devoir être encadré de façon continue. Exemple : travailler efficacement sans responsable'}]",,,,,,,,
96,9977025,Développeur Talend (H/F) - 69,"Dans l'un cadre d'un renfort d'équipe chez l'un de nos clients dans le domaine de l'édition, nous sommes à la recherche d'un Développeur Talend (H/F). Vous aurez pour rôle de prendre la responsabilité du traitement des flux et de la construction de la solution. 
 
Vos missions :
-Analyse de faisabilité des évolutions,
-Rédaction des spécificités techniques et analyses fonctionnelles
-Réaliser les analyses techniques et le développement,
-Effectuer les tests
-Reporting
-Maintenance de la solution
-S'assurer du respect des normes de l'environnement ",2022-02-28T21:56:07.000Z,2022-02-28T21:56:07.000Z,M1805,Études et développement informatique,Développeur / Développeuse Big Data,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,69,45.758,4.835,69123,, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9977025,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/42287a3edb3be5f26ff75f5acea8abf7', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",9,Cadre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
